years_bp,gisp2_temp_c,epica_co2_ppm,solar_delta_14c,geomagnetic_vadm,global_sea_level_anomaly_m
7860,-28.840588235294117,259.7,79.2,6.416,-6.806428609658361
7870,-28.94510588235294,259.6242424242424,76.7,6.466,-6.826573799239852
7880,-29.052635294117646,259.54848484848486,74.2,6.516,-6.847033796205788
7890,-29.12162222222222,259.47272727272724,76.7,6.466,-6.86781654358973
7900,-29.152066666666666,259.3969696969697,83.9,6.322,-6.888929984425242
7910,-29.16151111111111,259.3212121212121,87.4,6.252,-6.91038206174588
7920,-29.161955555555554,259.24545454545455,86.6,6.268,-6.932180718585209
7930,-29.1544,259.33061224489796,82.8,6.344,-6.954333897976788
7940,-29.14591111111111,259.65714285714284,77.6,6.448,-6.976849542954181
7950,-29.13702222222222,259.9836734693878,77.7,6.446,-6.999735596550946
7960,-29.149788235294118,260.31020408163266,78.3,6.434,-7.023000001800643
7970,-29.213082352941175,260.63673469387754,75.8,6.484,-7.046650701736837
7980,-29.365473684210524,260.7574468085106,73.8,6.524,-7.070695639393087
7990,-29.577263157894734,260.6723404255319,74.7,6.506,-7.095142757802955
8000,-29.749688888888887,260.5872340425532,76.9,6.462,-7.12
8010,-29.905244444444445,260.50212765957446,76.4,6.4719999999999995,-7.145261602515967
8020,-30.003600000000002,260.41702127659573,72.6,6.548,-7.170916534799005
8030,-30.097717647058825,260.331914893617,68.5,6.63,-7.196964839257287
8040,-30.210894117647058,260.2468085106383,66.0,6.68,-7.223406558298983
8050,-30.30688888888889,260.16170212765957,65.1,6.698,-7.250241734332267
8060,-30.377111111111113,260.07659574468084,65.5,6.6899999999999995,-7.27747040976531
8070,-30.45901052631579,259.9914893617021,67.0,6.66,-7.305092627006283
8080,-30.548694736842105,259.9063829787234,69.3,6.614,-7.333108428463359
8090,-30.563370588235294,259.8212765957447,71.9,6.561999999999999,-7.36151785654471
8100,-30.5459,259.73617021276596,74.3,6.514,-7.390320953658507
8110,-30.666426315789472,259.65106382978723,75.9,6.481999999999999,-7.419517762212924
8120,-30.780835294117647,259.5846153846154,76.4,6.4719999999999995,-7.44910832461613
8130,-30.840188235294118,259.54615384615386,77.4,6.452,-7.479092683276299
8140,-30.987988235294118,259.5076923076923,79.5,6.41,-7.5094708806016035
8150,-31.26845882352941,259.46923076923076,81.8,6.364,-7.540242959000213
8160,-31.529933333333332,259.4307692307693,82.6,6.348,-7.5714089608803
8170,-31.783266666666666,259.3923076923077,80.2,6.396,-7.602968928650038
8180,-32.01256842105263,259.3538461538462,75.3,6.494,-7.634922904717599
8190,-32.2392,259.31538461538463,71.0,6.58,-7.667270931491153
8200,-32.3407,259.26178343949044,69.6,6.6080000000000005,-7.700013051378873
8210,-32.4422,259.1980891719745,69.4,6.612,-7.73314930678893
8220,-32.41998947368421,259.1343949044586,68.4,6.632,-7.766679740129498
8230,-32.39617142857143,259.07070063694266,68.3,6.634,-7.800604393808748
8240,-32.357885714285715,259.0070063694268,70.8,6.584,-7.83492331023485
8250,-32.3196,258.94331210191086,73.1,6.538,-7.8696365318159796
8260,-32.27707368421053,258.87961783439494,75.6,6.4879999999999995,-7.904744100960306
8270,-32.2351619047619,258.815923566879,80.1,6.398,-7.940246060076001
8280,-32.19878095238095,258.7522292993631,81.0,6.38,-7.9761424515712385
8290,-32.1624,258.68853503184715,80.1,6.398,-8.012433317854189
8300,-32.11892631578947,258.6248407643312,81.4,6.372,-8.049118701333024
8310,-32.07650952380952,258.5611464968153,82.2,6.356,-8.086198644415918
8320,-32.04360476190476,258.49745222929937,81.8,6.364,-8.123673189511038
8330,-32.0107,258.43375796178344,80.2,6.396,-8.16154237902656
8340,-31.97858888888889,258.3700636942675,80.0,6.4,-8.199806255370657
8350,-31.928217647058823,258.3063694267516,77.5,6.45,-8.238464860951495
8360,-31.80480588235294,258.55,78.7,6.426,-8.277518238177255
8370,-31.644205263157893,258.8277777777778,76.8,6.464,-8.3169664294561
8380,-31.446415789473683,259.10555555555555,74.5,6.51,-8.356809477196204
8390,-31.242440000000002,259.3833333333333,71.7,6.566,-8.397047423805745
8400,-31.03434,259.6611111111111,71.8,6.564,-8.437680311692887
8410,-30.84706,259.9388888888889,69.9,6.602,-8.478708183265807
8420,-30.673659999999998,260.2166666666667,67.2,6.656,-8.520131080932677
8430,-30.532533333333333,260.49444444444447,64.6,6.708,-8.561949047101665
8440,-30.41292222222222,260.77222222222224,66.2,6.676,-8.604162124180945
8450,-30.36104210526316,261.05,66.3,6.6739999999999995,-8.64677035457869
8460,-30.326094736842105,261.2931034482759,64.6,6.708,-8.689773780703069
8470,-30.350263157894737,261.2241379310345,65.4,6.692,-8.73317244496226
8480,-30.381,261.1551724137931,66.8,6.664,-8.776966389764429
8490,-30.417736842105263,261.08620689655174,67.5,6.65,-8.82115565751775
8500,-30.4508,261.01724137931035,70.5,6.59,-8.865740290630393
8510,-30.4508,260.94827586206895,73.1,6.538,-8.910720331510532
8520,-30.447657894736842,260.87931034482756,71.2,6.576,-8.95609582256634
8530,-30.416236842105263,260.8103448275862,72.4,6.552,-9.001866806205989
8540,-30.38297,260.7413793103448,72.3,6.554,-9.048033324837647
8550,-30.34232,260.72682926829265,67.8,6.644,-9.094595420869489
8560,-30.29997894736842,260.7939024390244,67.8,6.644,-9.141553136709685
8570,-30.250873684210525,260.8609756097561,70.3,6.594,-9.18890651476641
8580,-30.204125,260.9280487804878,73.1,6.538,-9.236655597447834
8590,-30.162875,260.9951219512195,71.3,6.574,-9.28480042716213
8600,-30.140316666666667,261.0621951219512,65.4,6.692,-9.333341046317468
8610,-30.161372222222223,261.1292682926829,63.4,6.732,-9.38227749732202
8620,-30.174223529411766,261.1963414634146,66.5,6.67,-9.43160982258396
8630,-30.178870588235295,261.26341463414633,68.4,6.632,-9.481338064511457
8640,-30.162663157894738,261.33048780487803,65.5,6.6899999999999995,-9.531462265512687
8650,-30.141242105263157,261.39756097560974,62.6,6.748,-9.58198246799582
8660,-30.149994736842103,261.4646341463415,61.7,6.766,-9.632898714369027
8670,-30.1621,261.5317073170732,65.0,6.7,-9.68421104704048
8680,-30.114784210526313,261.5987804878049,68.3,6.634,-9.73591950841835
8690,-30.063788888888887,261.6658536585366,69.3,6.614,-9.788024140910812
8700,-29.979677777777777,261.7329268292683,68.7,6.6259999999999994,-9.840524986926038
8710,-29.90834210526316,261.8,70.4,6.592,-9.893422088872196
8720,-29.866815789473684,261.4056338028169,70.7,6.586,-9.94671548915746
8730,-29.83717619047619,261.0112676056338,69.4,6.612,-10.000405230190003
8740,-29.825366666666667,260.6169014084507,71.9,6.561999999999999,-10.054491354377994
8750,-29.814163157894736,260.2225352112676,73.4,6.532,-10.10897390412961
8760,-29.80437368421053,259.8281690140845,74.6,6.508,-10.163852921853017
8770,-29.80391052631579,259.4338028169014,74.9,6.502,-10.219128449956393
8780,-29.817436842105263,259.0394366197183,72.3,6.554,-10.274800530847907
8790,-29.844672222222222,259.13153846153847,71.5,6.57,-10.330869206935727
8800,-29.885616666666667,259.2776923076923,72.9,6.542,-10.38733452062803
8810,-29.88635,259.42384615384617,74.0,6.52,-10.444196514332988
8820,-29.869850000000003,259.57,73.8,6.524,-10.50145523045877
8830,-29.795214285714287,259.7161538461538,78.1,6.438000000000001,-10.559110711413549
8840,-29.714119047619047,259.8623076923077,83.0,6.34,-10.6171629996055
8850,-29.62462,260.0084615384615,84.2,6.316,-10.675612137442787
8860,-29.53302,260.1546153846154,83.1,6.338,-10.73445816733359
8870,-29.479042857142858,260.3007692307692,81.1,6.378,-10.793701131686081
8880,-29.434471428571428,260.44692307692304,84.0,6.32,-10.853341072908426
8890,-29.409969999999998,260.5930769230769,87.3,6.254,-10.9133780334088
8900,-29.39407,260.73923076923074,85.2,6.295999999999999,-10.973812055595376
8910,-29.4075,260.88538461538457,86.5,6.27,-11.034643181876323
8920,-29.4335,260.84444444444443,91.5,6.17,-11.095871454659816
8930,-29.494344444444444,260.7827160493827,93.5,6.13,-11.157496916354027
8940,-29.57012222222222,260.720987654321,93.5,6.13,-11.219519609367124
8950,-29.60371,260.6592592592592,94.5,6.109999999999999,-11.281939576107282
8960,-29.63261,260.5975308641975,96.8,6.064,-11.344756858982674
8970,-29.63782105263158,260.5358024691358,98.6,6.0280000000000005,-11.40797150040147
8980,-29.6404,260.47407407407405,96.9,6.061999999999999,-11.471583542771839
8990,-29.6523,260.41234567901233,93.7,6.1259999999999994,-11.535593028501959
9000,-29.6642,260.2705882352941,88.6,6.228,-11.6
9010,-29.65945,260.1088235294118,86.0,6.28,-11.665557825931689
9020,-29.6547,259.9470588235294,83.0,6.34,-11.733002062662413
9030,-29.594414285714283,259.785294117647,78.8,6.4239999999999995,-11.802306034149815
9040,-29.53412857142857,259.6235294117647,76.7,6.466,-11.873443064351545
9050,-29.490975,259.4617647058824,80.3,6.394,-11.946386477225246
9060,-29.449724999999997,259.3,84.9,6.302,-12.021109596728575
9070,-29.508085714285713,259.62530120481927,87.0,6.26,-12.097585746819172
9080,-29.577514285714287,259.9506024096386,87.7,6.246,-12.175788251454685
9090,-29.703977777777776,260.27590361445783,85.5,6.29,-12.255690434592765
9100,-29.8447,260.6012048192771,85.4,6.292,-12.33726562019106
9110,-29.907049999999998,260.9265060240964,87.9,6.242,-12.420487132207212
9120,-29.9694,261.25180722891565,89.5,6.21,-12.505328294598874
9130,-29.961663157894737,261.57710843373496,86.6,6.268,-12.59176243132369
9140,-29.959742105263157,261.9024096385542,84.7,6.306,-12.679762866339312
9150,-30.010163157894738,262.0782894736842,82.8,6.344,-12.769302923603384
9160,-30.059994736842103,262.1901315789474,82.9,6.342,-12.860355927073556
9170,-30.10746842105263,262.3019736842105,85.9,6.282,-12.952895200707474
9180,-30.140385714285713,262.4138157894737,90.9,6.182,-13.046894068462784
9190,-30.139338095238095,262.52565789473687,93.9,6.122,-13.142325854297138
9200,-30.154594736842107,262.6375,93.0,6.14,-13.239163882168178
9210,-30.23506842105263,262.74934210526317,92.8,6.144,-13.33738147603356
9220,-30.288385714285713,262.8611842105263,94.5,6.109999999999999,-13.436951959850926
9230,-30.278338095238094,262.97302631578947,96.5,6.07,-13.537848657577921
9240,-30.263166666666667,263.08486842105265,98.5,6.03,-13.640044893172199
9250,-30.2275,263.19671052631577,99.8,6.004,-13.743513990591403
9260,-30.196804545454544,263.30855263157895,100.1,5.998,-13.848229273793182
9270,-30.21085,263.42039473684207,99.1,6.018,-13.954164066735183
9280,-30.224895454545454,263.53223684210525,97.3,6.054,-14.061291693375058
9290,-30.169942857142857,263.6440789473684,96.1,6.078,-14.169585477670449
9300,-30.10732380952381,263.70757575757574,95.7,6.086,-14.279018743579005
9310,-30.047371428571427,263.72272727272724,95.5,6.09,-14.389564815058375
9320,-29.988085714285717,263.7378787878788,94.9,6.102,-14.501197016066206
9330,-29.966036363636366,263.7530303030303,93.6,6.128,-14.613888670560145
9340,-29.959945454545455,263.7681818181818,94.6,6.1080000000000005,-14.727613102497841
9350,-29.963325,263.78333333333336,97.8,6.0440000000000005,-14.84234363583694
9360,-29.976175,263.79848484848486,101.3,5.974,-14.958053594535095
9370,-29.995480952380955,263.968,104.5,5.91,-15.074716302549945
9380,-30.02124285714286,264.1546666666667,105.5,5.890000000000001,-15.192305083839143
9390,-30.042357142857142,264.34133333333335,108.9,5.821999999999999,-15.310793262360333
9400,-30.0565,264.528,107.9,5.842,-15.430154162071169
9410,-30.084233333333334,264.7146666666667,105.4,5.8919999999999995,-15.550361106929293
9420,-30.14367777777778,264.90133333333335,105.0,5.9,-15.671387420892353
9430,-30.188542857142856,265.08799999999997,102.9,5.942,-15.793206427918
9440,-30.21882857142857,264.9756097560975,102.2,5.9559999999999995,-15.91579145196388
9450,-30.24312727272727,264.4146341463415,102.8,5.944,-16.03911581698764
9460,-30.258445454545456,263.8536585365854,102.7,5.946,-16.16315284694693
9470,-30.28216,263.2926829268293,101.4,5.9719999999999995,-16.28787586579939
9480,-30.339460000000003,262.7317073170732,99.2,6.016,-16.413258197502675
9490,-30.39291818181818,262.1707317073171,96.5,6.07,-16.539273166014432
9500,-30.431009090909093,261.609756097561,95.6,6.088,-16.66589409529231
9510,-30.4691,261.0487804878049,98.4,6.032,-16.79309430929395
9520,-30.53250909090909,260.7,101.4,5.9719999999999995,-16.920847131977002
9530,-30.59591818181818,261.30645161290323,97.4,6.052,-17.049125887299123
9540,-30.646547826086955,261.98387096774195,89.0,6.22,-17.17790389921795
9550,-30.693982608695652,262.66129032258067,80.9,6.382,-17.30715449169113
9560,-30.697373913043478,263.22222222222223,76.7,6.466,-17.43685098867632
9570,-30.656721739130433,263.6666666666667,77.9,6.442,-17.566966714131155
9580,-30.623130434782606,263.8128048780488,81.2,6.3759999999999994,-17.697474992013298
9590,-30.617782608695652,263.8310975609756,82.7,6.346,-17.828349146280384
9600,-30.612434782608695,263.84939024390246,82.6,6.348,-17.959562500890065
9610,-30.56473181818182,263.8676829268293,82.2,6.356,-18.091088379799988
9620,-30.51232272727273,263.8859756097561,84.1,6.318,-18.222900106967803
9630,-30.399360869565218,263.90426829268296,84.5,6.3100000000000005,-18.354971006351153
9640,-30.260447826086956,263.92256097560977,85.9,6.282,-18.48727440190769
9650,-30.133266666666668,263.9408536585366,88.8,6.224,-18.619783617595058
9660,-30.023683333333334,263.9591463414634,88.9,6.2219999999999995,-18.75247197737091
9670,-29.9141,263.97743902439026,89.4,6.212,-18.885312805192893
9680,-29.890404347826088,263.9957317073171,89.9,6.202,-19.018279425018644
9690,-29.866708695652175,264.0140243902439,88.3,6.234,-19.151345160805825
9700,-29.868159090909092,264.0323170731707,87.2,6.256,-19.28448333651207
9710,-29.880386363636365,264.0506097560976,87.4,6.252,-19.41766727609504
9720,-29.879269230769232,264.0689024390244,88.1,6.2379999999999995,-19.550870303512376
9730,-29.864807692307693,264.0871951219512,89.0,6.22,-19.684065742721724
9740,-29.850346153846154,264.10548780487807,90.0,6.2,-19.81722691768074
9750,-29.891936363636365,264.1237804878049,91.0,6.18,-19.95032715234706
9760,-29.939754545454544,264.1420731707317,91.9,6.162,-20.08333977067834
9770,-29.998595652173915,264.1603658536585,92.1,6.158,-20.21623809663222
9780,-30.06216086956522,264.1786585365854,92.0,6.16,-20.348995454166353
9790,-30.136850000000003,264.1969512195122,92.4,6.152,-20.48158516723839
9800,-30.228225000000002,264.215243902439,93.6,6.128,-20.613980559805974
9810,-30.3196,264.23353658536587,94.8,6.104,-20.746154955826754
9820,-30.364121739130436,264.2518292682927,95.5,6.09,-20.878081679258372
9830,-30.40864347826087,264.2701219512195,96.3,6.074,-21.009734054058484
9840,-30.396041666666665,264.2884146341463,98.6,6.0280000000000005,-21.141085404184736
9850,-30.358958333333334,264.3067073170732,101.3,5.974,-21.272109053594768
9860,-30.350972727272726,264.325,103.1,5.938000000000001,-21.402778326246235
9870,-30.410881818181817,264.3432926829268,105.5,5.890000000000001,-21.53306654609679
9880,-30.473947826086956,264.3615853658536,107.0,5.859999999999999,-21.662947037104068
9890,-30.56542608695652,264.3798780487805,105.4,5.8919999999999995,-21.792393123225725
9900,-30.65690434782609,264.3981707317073,102.5,5.95,-21.921378128419402
9910,-30.629460869565218,264.38021978021976,99.9,6.002,-22.049875376642756
9920,-30.57228695652174,264.3582417582417,98.9,6.022,-22.17785819185342
9930,-30.53725434782609,264.33626373626373,99.8,6.004,-22.30529989800906
9940,-30.52436304347826,264.3142857142857,101.9,5.962,-22.43217381906731
9950,-30.511471739130435,264.2923076923077,104.1,5.918,-22.55845327898583
9960,-30.49858043478261,264.27032967032966,103.4,5.932,-22.68411160172225
9970,-30.485689130434782,264.2483516483516,100.0,6.0,-22.809122111234235
9980,-30.512588,264.22637362637363,101.5,5.97,-22.93345813147942
9990,-30.543908,264.2043956043956,107.4,5.852,-23.05709298641546
10000,-30.54942,264.1887323943662,111.0,5.779999999999999,-23.18
10010,-30.51622,264.17464788732394,110.2,5.795999999999999,-23.302659524622413
10020,-30.477233333333334,264.1605633802817,109.8,5.804,-23.425567690003884
10030,-30.437291666666667,264.1464788732394,113.4,5.731999999999999,-23.548721486099755
10040,-30.428250000000002,264.13239436619716,113.5,5.73,-23.672117902865384
10050,-30.419208333333334,264.1183098591549,111.5,5.77,-23.795753930256126
10060,-30.4158,264.1042253521127,115.1,5.698,-23.91962655822733
10070,-30.452363636363636,264.09014084507044,120.9,5.582,-24.04373277673434
10080,-30.499354166666667,264.07605633802814,123.3,5.534,-24.168069575732524
10090,-30.5310625,264.0619718309859,124.6,5.508,-24.29263394517722
10100,-30.558125,264.04788732394366,127.3,5.454000000000001,-24.41742287502379
10110,-30.543374999999997,264.0338028169014,127.3,5.454000000000001,-24.54243335522758
10120,-30.590172727272726,264.0197183098592,125.1,5.498,-24.667662375743944
10130,-30.6523,264.0056338028169,124.7,5.506,-24.79310692652824
10140,-30.708184615384617,263.93793103448274,126.1,5.478,-24.918763997535805
10150,-30.759438461538462,263.8344827586207,126.0,5.48,-25.04463057872201
10160,-30.8129,263.7310344827586,124.6,5.508,-25.170703660042197
10170,-30.86456666666667,263.6275862068965,125.0,5.5,-25.29698023145172
10180,-30.927357142857144,263.5241379310345,123.1,5.538,-25.423457282905932
10190,-30.996884615384616,263.4206896551724,120.8,5.584,-25.550131804360177
10200,-31.071907692307693,263.5719626168224,118.6,5.628,-25.677000785769817
10210,-31.142984615384616,263.78691588785045,117.9,5.6419999999999995,-25.804061217090204
10220,-31.209507692307692,264.0018691588785,118.7,5.6259999999999994,-25.931310088276685
10230,-31.282271428571427,264.21682242990653,116.1,5.678,-26.05874438928462
10240,-31.363692307692308,264.43177570093457,111.8,5.763999999999999,-26.18636111006935
10250,-31.456615384615386,264.6467289719626,106.1,5.878,-26.31415724058623
10260,-31.5566,264.86168224299064,104.3,5.914,-26.44212977079062
10270,-31.6572,265.0766355140187,105.5,5.890000000000001,-26.570275690637867
10280,-31.753899999999998,265.2915887850467,106.5,5.87,-26.698591990083322
10290,-31.843666666666667,265.50654205607475,106.5,5.87,-26.82707565908234
10300,-31.9245,265.68805970149253,105.5,5.890000000000001,-26.955723687590268
10310,-31.99973076923077,265.5686567164179,105.1,5.898,-27.084533065562468
10320,-32.086349999999996,265.4492537313433,108.1,5.838,-27.21350078295428
10330,-32.16366153846154,265.3298507462686,111.7,5.766,-27.342623829721067
10340,-32.23191428571429,265.210447761194,110.3,5.7940000000000005,-27.471899195818178
10350,-32.2957,265.09104477611936,111.1,5.7780000000000005,-27.601323871200954
10360,-32.36891428571429,264.97164179104476,114.1,5.718,-27.730894845824768
10370,-32.428944,264.97482014388487,114.5,5.71,-27.86060910964495
10380,-32.480184,265.16187050359713,114.1,5.718,-27.990463652616874
10390,-32.533433333333335,265.34892086330933,115.0,5.699999999999999,-28.12045546469588
10400,-32.60476666666666,265.5359712230216,116.7,5.666,-28.250581535837316
10410,-32.666938461538464,265.7230215827338,116.3,5.6739999999999995,-28.380838855996544
10420,-32.72118571428572,265.91007194244605,116.0,5.68,-28.511224415128908
10430,-32.768463636363634,266.09712230215825,116.1,5.678,-28.641735203189764
10440,-32.806753846153846,266.2841726618705,114.5,5.71,-28.77236821013447
10450,-32.84929230769231,266.4712230215827,114.6,5.708,-28.90312042591837
10460,-32.87125,266.658273381295,119.2,5.616,-29.033988840496818
10470,-32.892376923076924,266.8453237410072,124.9,5.502,-29.164970443825162
10480,-32.93076153846154,267.03237410071944,125.8,5.484,-29.296062225858766
10490,-32.962915384615386,267.21942446043164,123.6,5.5280000000000005,-29.42726117655297
10500,-32.99214,267.4064748201439,120.9,5.582,-29.558564285863135
10510,-33.02180769230769,267.48285714285714,118.3,5.634,-29.68996854374461
10520,-33.06888461538461,267.4485714285714,117.1,5.6579999999999995,-29.82147094015274
10530,-33.120219999999996,267.4142857142857,118.3,5.634,-29.95306846504289
10540,-33.16437857142857,267.38,121.7,5.566,-30.08475810837041
10550,-33.189307142857146,267.3457142857143,123.7,5.526,-30.21653686009064
10560,-33.23185,267.31142857142856,123.5,5.529999999999999,-30.348401710158942
10570,-33.26023333333333,267.27714285714285,122.2,5.556,-30.480349648530666
10580,-33.2725,267.24285714285713,118.8,5.6240000000000006,-30.612377665161166
10590,-33.313884615384616,267.2085714285714,116.5,5.67,-30.744482750005798
10600,-33.360061538461544,267.1742857142857,116.1,5.678,-30.876661893019904
10610,-33.4152,267.14,115.9,5.682,-31.00891208415884
10620,-33.4807,267.10571428571427,119.4,5.612,-31.14123031337796
10630,-33.53641428571429,267.07142857142856,123.7,5.526,-31.27361357063262
10640,-33.593714285714285,267.03714285714284,126.6,5.468,-31.406058845878164
10650,-33.657,267.0028571428571,124.8,5.504,-31.538563129069946
10660,-33.74,266.9685714285714,122.7,5.545999999999999,-31.671123410163325
10670,-33.80585,266.9342857142857,123.5,5.529999999999999,-31.803736679113644
10680,-33.868071428571426,266.9,124.9,5.502,-31.936399925876263
10690,-33.932928571428576,266.8256198347107,124.7,5.506,-32.06911014040652
10700,-34.00178571428572,266.75123966942147,123.3,5.534,-32.201864312659794
10710,-34.06695714285714,266.6768595041322,122.7,5.545999999999999,-32.334659432591415
10720,-34.1251,266.60247933884295,122.8,5.5440000000000005,-32.46749249015674
10730,-34.18145714285714,266.5280991735537,123.1,5.538,-32.60036047531113
10740,-34.241246153846156,266.45371900826444,123.2,5.536,-32.733260378009916
10750,-34.30378,266.3793388429752,123.2,5.536,-32.86618918820846
10760,-34.36738,266.30495867768593,123.0,5.54,-32.99914389586213
10770,-34.436366666666665,266.2305785123967,122.6,5.548,-33.132121490926274
10780,-34.506699999999995,266.1561983471074,122.0,5.5600000000000005,-33.26511896335623
10790,-34.57703333333333,266.08181818181816,121.3,5.574,-33.39813330310734
10800,-34.6507,266.0074380165289,120.9,5.582,-33.531161500135
10810,-34.72776923076923,265.76176470588234,121.0,5.58,-33.66420054439451
10820,-34.80964285714286,265.4970588235294,121.3,5.574,-33.797247425841256
10830,-34.90007142857143,265.2323529411765,122.0,5.5600000000000005,-33.93029913443059
10840,-34.96985,265.2050420168068,123.9,5.522,-34.06335266011784
10850,-35.01936,265.4151260504202,127.2,5.4559999999999995,-34.19640499285838
10860,-35.042226666666664,265.62521008403365,130.2,5.396000000000001,-34.32945312260756
10870,-35.06296,265.8352941176471,129.2,5.416,-34.46249403932073
10880,-35.08764285714286,266.04537815126054,126.7,5.465999999999999,-34.59552473295323
10890,-35.12278571428571,266.255462184874,126.9,5.462,-34.72854219346043
10900,-35.25419,266.4655462184874,127.3,5.454000000000001,-34.86154341079767
10910,-35.39629,266.67563025210086,128.6,5.428,-34.9945253749203
10920,-35.53839,266.8857142857143,130.9,5.382,-35.12748507578369
10930,-35.542812500000004,267.09579831932774,134.1,5.318,-35.26041950334318
10940,-35.537085714285716,267.3058823529412,135.6,5.288,-35.393325647554114
10950,-35.543371428571426,267.5159663865546,139.5,5.21,-35.526200498371864
10960,-35.1705,267.47555555555556,142.7,5.146000000000001,-35.65904104575176
10970,-35.024166666666666,267.26814814814816,147.4,5.052,-35.79184427964918
10980,-35.1465,267.06074074074075,152.5,4.949999999999999,-35.92460719001946
10990,-35.31816666666667,266.85333333333335,153.8,4.9239999999999995,-36.057326766817944
11000,-35.41909375,266.64592592592595,151.4,4.9719999999999995,-36.19
11010,-35.44928125,266.43851851851855,148.9,5.022,-36.32267607177091
11020,-35.384864285714286,266.23111111111115,149.7,5.006,-36.45540615065561
11030,-35.44404285714286,266.02370370370375,153.6,4.928,-36.58819020608892
11040,-35.62456111111111,265.8162962962963,157.8,4.843999999999999,-36.721028207505654
11050,-35.69017222222222,265.6088888888889,160.5,4.79,-36.85392012434062
11060,-35.84002857142857,265.4014814814815,161.1,4.7780000000000005,-36.986865926028635
11070,-36.186457142857144,265.1940740740741,155.9,4.882,-37.119865582004515
11080,-36.21373125,264.9866666666667,153.0,4.9399999999999995,-37.25291906170308
11090,-36.149007142857144,264.8,153.7,4.926,-37.38602633455915
11100,-35.95236428571428,264.8,153.7,4.926,-37.519187370007536
11110,-35.99688421052631,264.8,152.8,4.943999999999999,-37.652402137483044
11120,-36.0682,264.8,153.5,4.93,-37.785670606420496
11130,-36.28366666666666,264.8,155.5,4.890000000000001,-37.91899274625471
11140,-36.36018571428571,264.8,156.8,4.864,-38.052368526420494
11150,-36.28185,264.8,157.1,4.8580000000000005,-38.18579791635267
11160,-36.06035,264.8,157.8,4.843999999999999,-38.31928088548606
11170,-35.74568823529412,264.875,157.4,4.852,-38.45281740325546
11180,-35.3911,264.9583333333333,154.8,4.904,-38.5864074390957
11190,-35.4271,265.1,153.3,4.933999999999999,-38.7200509624416
11200,-35.4367,265.3,150.1,4.998,-38.85374794272795
11210,-35.3847,265.13928571428573,147.7,5.046,-38.98749834938959
11220,-35.40738125,264.9785714285714,147.2,5.056,-39.12130215186134
11230,-35.45222857142857,264.8178571428571,147.2,5.056,-39.255159319578
11240,-35.40851428571429,264.65714285714284,144.6,5.1080000000000005,-39.389069821974374
11250,-35.42596666666667,264.49642857142857,141.0,5.18,-39.5230336284853
11260,-35.50405,264.38,140.0,5.199999999999999,-39.65705070854559
11270,-35.7198,264.33,137.6,5.248,-39.791121031590045
11280,-36.030100000000004,264.28,136.4,5.272,-39.925244567053504
11290,-36.36920555555556,264.23,137.6,5.248,-40.059421284370764
11300,-36.400261111111114,264.18,139.4,5.212,-40.193651152976635
11310,-36.6556294117647,264.13,140.6,5.188000000000001,-40.32793414230595
11320,-37.43439411764706,264.22347826086957,140.3,5.193999999999999,-40.46227022179352
11330,-37.75666,264.5321739130435,140.1,5.198,-40.59665936087415
11340,-37.81424666666666,264.8106818181818,140.8,5.183999999999999,-40.73110152898266
11350,-38.22871333333333,264.8175,140.2,5.196,-40.86559669555388
11360,-38.52759411764706,264.82431818181817,139.8,5.204,-41.00014483002261
11370,-38.74941764705882,264.83113636363635,142.2,5.156000000000001,-41.13474590182366
11380,-39.097899999999996,264.8379545454545,147.7,5.046,-41.26939988039185
11390,-39.42580526315789,266.2925,148.5,5.029999999999999,-41.40410673516202
11400,-39.44185789473684,267.9555555555556,143.1,5.138,-41.53886643556894
11410,-39.387100000000004,265.91111111111115,138.7,5.226,-41.67367895104747
11420,-39.0491,265.42333333333335,139.9,5.202,-41.8085442510324
11430,-38.80362631578947,268.5677777777778,143.6,5.128,-41.94346230495856
11440,-38.77404736842105,269.7872222222222,146.0,5.08,-42.07843308226073
11450,-38.577925,269.08166666666665,148.9,5.022,-42.21345655237378
11460,-38.1319875,268.95473684210526,150.8,4.984,-42.34853268473247
11470,-37.716541176470585,269.0757894736842,151.0,4.98,-42.48366144877167
11480,-37.30753529411765,268.24222222222227,151.9,4.962,-42.61884281392614
11490,-36.88788823529411,267.17,153.5,4.93,-42.75407674963075
11500,-36.63175,267.4582352941177,153.1,4.938000000000001,-42.889363225320274
11510,-36.620875,268.00687500000004,150.7,4.986000000000001,-43.02470221042954
11520,-36.56744666666666,269.163125,152.0,4.96,-43.160093674393366
11530,-36.395019999999995,268.5965,156.5,4.87,-43.29553758664657
11540,-35.96975333333334,267.2915,158.2,4.836,-43.43103391662397
11550,-35.8908,265.08,159.8,4.804,-43.566582633760355
11560,-35.94563333333333,262.9958823529412,162.3,4.754,-43.702183707490576
11570,-36.1893,265.55470588235295,163.3,4.734,-43.837837107249435
11580,-36.29472222222223,265.49249999999995,165.9,4.682,-43.97354280247174
11590,-36.19277777777778,261.49875,168.7,4.626,-44.109300762592305
11600,-36.32469411764706,260.9526315789474,168.9,4.622,-44.245110957045966
11610,-36.61251764705882,261.2684210526316,167.0,4.66,-44.380973355267514
11620,-37.25652941176471,263.90470588235297,165.5,4.6899999999999995,-44.51688792669178
11630,-38.02068421052632,265.2631578947369,166.3,4.6739999999999995,-44.652854640753574
