years_bp,geomagnetic_vadm
9765,6.158
9770,6.158
9775,6.16
9780,6.16
9785,6.158
9790,6.152
9795,6.14
9800,6.128
9805,6.114
9810,6.104
9815,6.096
9820,6.09
9825,6.084
9830,6.074
9835,6.054
9840,6.0280000000000005
9845,5.998
9850,5.974
9855,5.9559999999999995
9860,5.938000000000001
9865,5.916
9870,5.890000000000001
9875,5.866
9880,5.859999999999999
9885,5.87
9890,5.8919999999999995
9895,5.92
9900,5.95
9905,5.978
9910,6.002
9915,6.016
9920,6.022
9925,6.016
9930,6.004
9935,5.986
9940,5.962
9945,5.936
9950,5.918
9955,5.914
9960,5.932
9965,5.965999999999999
9970,6.0
9975,6.004
9980,5.97
9985,5.912
9990,5.852
9995,5.806
10000,5.779999999999999
10005,5.776
10010,5.795999999999999
10015,5.821999999999999
10020,5.804
10025,5.766
10030,5.731999999999999
10035,5.7219999999999995
10040,5.73
10045,5.754
10050,5.77
10055,5.752
10060,5.698
10065,5.634
10070,5.582
10075,5.552
10080,5.534
10085,5.522
10090,5.508
10095,5.484
10100,5.454000000000001
10105,5.442
10110,5.454000000000001
10115,5.478
10120,5.498
10125,5.508
10130,5.506
10135,5.496
10140,5.478
10145,5.468
10150,5.48
10155,5.502
10160,5.508
10165,5.502
10170,5.5
10175,5.5120000000000005
10180,5.538
10185,5.561999999999999
10190,5.584
10195,5.606
10200,5.628
10205,5.6419999999999995
10210,5.6419999999999995
10215,5.632
10220,5.6259999999999994
10225,5.6419999999999995
10230,5.678
10235,5.718
10240,5.763999999999999
10245,5.82
10250,5.878
10255,5.91
10260,5.914
10265,5.904
10270,5.890000000000001
10275,5.878
10280,5.87
10285,5.866
10290,5.87
10295,5.878
10300,5.890000000000001
10305,5.9
10310,5.898
10315,5.878
10320,5.838
10325,5.7940000000000005
10330,5.766
10335,5.772
10340,5.7940000000000005
10345,5.8
10350,5.7780000000000005
10355,5.746
10360,5.718
10365,5.71
10370,5.71
10375,5.715999999999999
10380,5.718
10385,5.714
10390,5.699999999999999
10395,5.682
10400,5.666
10405,5.664
10410,5.6739999999999995
10415,5.68
10420,5.68
10425,5.676
10430,5.678
10435,5.6899999999999995
10440,5.71
10445,5.7219999999999995
10450,5.708
10455,5.672
10460,5.616
10465,5.554
10470,5.502
10475,5.48
10480,5.484
10485,5.502
10490,5.5280000000000005
10495,5.556
10500,5.582
10505,5.609999999999999
10510,5.634
10515,5.651999999999999
10520,5.6579999999999995
10525,5.651999999999999
10530,5.634
10535,5.602
10540,5.566
10545,5.538
10550,5.526
10555,5.524
10560,5.529999999999999
10565,5.54
10570,5.556
10575,5.588
10580,5.6240000000000006
10585,5.656
10590,5.67
10595,5.676
10600,5.678
10605,5.684
10610,5.682
10615,5.654
10620,5.612
10625,5.568
10630,5.526
10635,5.4879999999999995
10640,5.468
10645,5.476
10650,5.504
10655,5.532
10660,5.545999999999999
10665,5.5440000000000005
10670,5.529999999999999
10675,5.513999999999999
10680,5.502
10685,5.498
10690,5.506
10695,5.52
10700,5.534
10705,5.542
10710,5.545999999999999
10715,5.545999999999999
10720,5.5440000000000005
10725,5.542
10730,5.538
10735,5.536
10740,5.536
10745,5.536
10750,5.536
10755,5.536
10760,5.54
10765,5.542
10770,5.548
10775,5.554
10780,5.5600000000000005
10785,5.568
10790,5.574
10795,5.58
10800,5.582
10805,5.582
10810,5.58
10815,5.577999999999999
10820,5.574
10825,5.568
10830,5.5600000000000005
10835,5.545999999999999
10840,5.522
10845,5.492
10850,5.4559999999999995
10855,5.42
10860,5.396000000000001
10865,5.394
10870,5.416
10875,5.446
10880,5.465999999999999
10885,5.468
10890,5.462
10895,5.458
10900,5.454000000000001
10905,5.444
10910,5.428
10915,5.4079999999999995
10920,5.382
10925,5.35
10930,5.318
10935,5.3
10940,5.288
10945,5.254
10950,5.21
10955,5.176
10960,5.146000000000001
10965,5.103999999999999
10970,5.052
10975,4.996
10980,4.949999999999999
10985,4.9239999999999995
10990,4.9239999999999995
10995,4.943999999999999
11000,4.9719999999999995
11005,5.002
11010,5.022
11015,5.023999999999999
11020,5.006
11025,4.9719999999999995
11030,4.928
11035,4.88
11040,4.843999999999999
11045,4.818
11050,4.79
11055,4.772
11060,4.7780000000000005
11065,4.82
11070,4.882
11075,4.928
11080,4.9399999999999995
11085,4.936
11090,4.926
11095,4.92
11100,4.926
11105,4.936
11110,4.943999999999999
11115,4.942
11120,4.93
11125,4.91
11130,4.890000000000001
11135,4.874
11140,4.864
11145,4.859999999999999
11150,4.8580000000000005
11155,4.85
11160,4.843999999999999
11165,4.842
11170,4.852
11175,4.878
11180,4.904
11185,4.92
11190,4.933999999999999
11195,4.9639999999999995
11200,4.998
11205,5.0280000000000005
11210,5.046
11215,5.054
11220,5.056
11225,5.054
11230,5.056
11235,5.071999999999999
11240,5.1080000000000005
11245,5.15
11250,5.18
11255,5.192
11260,5.199999999999999
11265,5.22
11270,5.248
11275,5.27
11280,5.272
11285,5.2620000000000005
11290,5.248
11295,5.23
11300,5.212
11305,5.198
11310,5.188000000000001
11315,5.188000000000001
11320,5.193999999999999
11325,5.199999999999999
11330,5.198
11335,5.188000000000001
11340,5.183999999999999
11345,5.188000000000001
11350,5.196
11355,5.204
11360,5.204
11365,5.1899999999999995
11370,5.156000000000001
11375,5.1
11380,5.046
11385,5.016
11390,5.029999999999999
11395,5.077999999999999
11400,5.138
11405,5.192
11410,5.226
11415,5.228
11420,5.202
11425,5.164
11430,5.128
11435,5.102
11440,5.08
11445,5.054
11450,5.022
11455,4.998
11460,4.984
11465,4.981999999999999
11470,4.98
11475,4.974
11480,4.962
11485,4.946
11490,4.93
11495,4.926
11500,4.938000000000001
11505,4.9639999999999995
11510,4.986000000000001
11515,4.9879999999999995
11520,4.96
11525,4.914
11530,4.87
11535,4.846
11540,4.836
11545,4.8260000000000005
11550,4.804
11555,4.7780000000000005
11560,4.754
11565,4.742
11570,4.734
11575,4.712
11580,4.682
11585,4.65
11590,4.626
11595,4.616
11600,4.622
11605,4.640000000000001
11610,4.66
11615,4.68
11620,4.6899999999999995
11625,4.688000000000001
11630,4.6739999999999995
11635,4.656000000000001
11640,4.644
11645,4.651999999999999
11650,4.676
11655,4.696
11660,4.683999999999999
11665,4.63
11670,4.5600000000000005
11675,4.502
11680,4.478
11685,4.486000000000001
11690,4.508
11695,4.5280000000000005
11700,4.536
11705,4.534
11710,4.523999999999999
11715,4.508
11720,4.492
11725,4.478
11730,4.466
11735,4.462
11740,4.466
11745,4.48
11750,4.496
11755,4.5120000000000005
11760,4.526
11765,4.529999999999999
11770,4.523999999999999
11775,4.502
11780,4.47
11785,4.432
11790,4.396000000000001
11795,4.366
11800,4.348
11805,4.35
11810,4.37
11815,4.398
11820,4.432
11825,4.462
11830,4.484
11835,4.494
11840,4.49
11845,4.476
11850,4.4559999999999995
11855,4.433999999999999
11860,4.412
11865,4.3919999999999995
11870,4.38
11875,4.378
11880,4.386
11885,4.404
11890,4.414
11895,4.398
11900,4.366
11905,4.336
11910,4.3100000000000005
11915,4.284
11920,4.2620000000000005
11925,4.25
11930,4.26
11935,4.292
11940,4.338
11945,4.378
11950,4.396000000000001
11955,4.388
11960,4.3580000000000005
11965,4.342
11970,4.352
11975,4.364
11980,4.356
11985,4.32
11990,4.304
11995,4.308
12000,4.327999999999999
12005,4.353999999999999
12010,4.346
12015,4.318
12020,4.3
12025,4.288
12030,4.258
12035,4.2379999999999995
12040,4.242
12045,4.258
12050,4.256
12055,4.242
12060,4.254
12065,4.246
12070,4.22
12075,4.2059999999999995
12080,4.202
12085,4.17
12090,4.132
12095,4.132
12100,4.164
12105,4.2139999999999995
12110,4.226
12115,4.188000000000001
12120,4.144
12125,4.112
12130,4.098
12135,4.0760000000000005
12140,4.068
12145,4.068
12150,4.058
12155,4.0280000000000005
12160,3.998
12165,3.9960000000000004
12170,4.008
12175,4.02
12180,4.023999999999999
12185,3.9960000000000004
12190,3.9799999999999995
12195,4.013999999999999
12200,4.044
12205,4.044
12210,4.058
12215,4.042
12220,3.9880000000000004
12225,3.942
12230,3.894
12235,3.846
12240,3.8019999999999996
12245,3.768
12250,3.782
12255,3.8099999999999996
12260,3.808
12265,3.7860000000000005
12270,3.8019999999999996
12275,3.8360000000000003
12280,3.856
12285,3.848
12290,3.8179999999999996
12295,3.768
12300,3.716
12305,3.6580000000000004
12310,3.6019999999999994
12315,3.564
12320,3.5619999999999994
12325,3.598
12330,3.66
12335,3.702
12340,3.692
12345,3.638
12350,3.5679999999999996
12355,3.502
12360,3.46
12365,3.442
12370,3.4379999999999997
12375,3.4339999999999993
12380,3.426
12385,3.4160000000000004
12390,3.396
12395,3.354
12400,3.3039999999999994
12405,3.258
12410,3.226
12415,3.2039999999999997
12420,3.202
12425,3.218
12430,3.2380000000000004
12435,3.25
12440,3.248
12445,3.2380000000000004
12450,3.234
12455,3.2359999999999998
12460,3.25
12465,3.2719999999999994
12470,3.3039999999999994
12475,3.348
12480,3.3999999999999995
12485,3.45
12490,3.492
12495,3.5360000000000005
12500,3.5760000000000005
